GeneID	I1_plate5_F_5	I1_plate5_F_6	I1_plate5_A_7	I1_plate11_H_10	I1_plate9_H_1	I1_plate10_F_2	I1_plate11_H_6	I1_plate16_B_10	I1_plate17_A_7	I1_plate9_A_3	I1_plate6_E_7	I1_plate16_G_3	I1_plate16_E_7	I1_plate5_G_9	I1_plate16_E_12	I1_plate5_F_3	I1_plate8_D_6	I1_plate17_F_12	I1_plate16_F_4	I1_plate10_B_2	I1_plate6_E_6	I1_plate6_D_12	I1_plate18_H_1	I1_plate15_C_8	I1_plate8_B_7	I1_plate6_C_6	I1_plate7_C_12	I1_plate5_F_10	I1_plate8_G_6	I1_plate19_B_6	I1_plate7_E_3	I1_plate15_G_12	I1_plate19_A_7	I1_plate4_H_9	I1_plate15_E_9	I1_plate19_D_6	I1_plate6_G_11	I1_plate19_E_5	I1_plate18_H_8	I1_plate7_G_9	I1_plate18_G_2	I1_plate4_B_12	I1_plate19_F_10	I1_plate5_G_1	I1_plate15_D_10	I1_plate7_F_5	I1_plate17_H_1	I1_plate3_F_10	I1_plate17_B_4	I1_plate6_A_6	I1_plate7_H_4	I1_plate19_D_1	I1_plate4_F_8	I1_plate16_A_6	I1_plate3_A_10	I1_plate4_G_8	I1_plate4_F_9	I1_plate4_A_1	I1_plate15_B_11	I1_plate3_A_12	I1_plate19_B_12	I1_plate3_F_3	I1_plate8_D_10	I1_plate9_F_6	I1_plate6_E_2	I1_plate9_H_11	I1_plate8_G_1	I1_plate15_B_1	I1_plate17_B_1	I1_plate16_B_2	I1_plate16_C_9	I1_plate6_F_8	I1_plate11_F_1	I1_plate7_B_6	I1_plate19_A_4	I1_plate8_E_11	I1_plate10_B_4	I1_plate10_C_2	I1_plate8_A_2	I1_plate10_F_8	I1_plate3_D_3	I1_plate18_H_6	I1_plate8_B_9	I1_plate18_F_5	I1_plate15_A_12	I1_plate17_E_8	I1_plate3_C_11	I1_plate15_H_5	I1_plate4_B_3	I1_plate18_C_3	I1_plate17_C_7	I1_plate18_D_3	I1_plate15_F_5	I1_plate9_C_6	I1_plate16_C_6	I1_plate15_G_8	I1_plate9_B_2	I1_plate11_A_2	I1_plate17_A_9	I1_plate17_A_4
HUS1 (ENSG00000136273)	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	102	2	0	0	0	0	0	81	0	85	26	0	17	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	77	0	0	0	0	0	0	0
DBNL (ENSG00000136279)	260	2	200	59	61	80	0	25	0	0	0	286	206	232	0	97	72	201	52	77	90	133	130	0	47	14	0	0	0	0	558	18	118	140	175	187	37	144	0	345	0	0	82	83	1	197	3	276	451	38	234	0	49	204	195	0	29	31	168	68	235	65	179	289	177	52	0	0	0	77	0	0	0	73	0	0	53	0	0	157	0	158	0	79	0	0	7	284	277	133	11	0	6	0	0	81	74	170	0	0
CCM2 (ENSG00000136280)	70	168	23	52	13	0	22	105	0	121	0	56	0	19	0	0	0	265	91	0	0	136	7	33	0	115	436	0	0	0	0	0	66	0	322	0	3	89	31	0	0	0	2	61	289	290	8	90	103	0	262	57	210	53	52	10	11	46	27	1	0	0	0	43	0	0	0	0	0	19	1	0	0	109	0	0	80	63	0	58	118	1	290	0	67	54	1	75	0	1	0	0	0	26	0	74	0	52	138	87
MYO1G (ENSG00000136286)	103	1	0	98	15	58	9	0	1	41	0	0	44	0	0	0	6	0	0	73	13	26	533	617	171	122	0	0	74	181	5	0	0	0	1	0	11	28	411	0	0	0	0	28	0	220	8	239	0	6	104	53	408	0	115	42	69	50	0	4	0	0	0	0	2	0	0	416	12	0	0	47	0	249	51	74	0	8	1	0	57	2	71	0	208	0	17	0	21	165	1	1	204	74	16	0	23	0	257	147
TTYH3 (ENSG00000136295)	0	0	0	0	0	18	0	0	0	8	0	0	41	0	154	155	8	0	0	5	0	0	1	0	0	0	171	2	0	3	60	0	0	38	0	0	30	101	0	0	0	7	0	1	0	0	0	0	0	0	118	0	92	0	31	0	10	0	0	0	0	0	0	0	0	17	160	0	0	115	0	0	0	0	0	10	0	0	0	0	0	53	0	155	0	0	43	2	0	0	0	0	0	0	0	0	3	0	0	0
CIDEB (ENSG00000136305)	21	0	0	0	0	0	0	0	0	12	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	22	0	0	0	0	0	3	0	0	0	0	0	0	1	7	0	0	0	15	0	0	7	10	0	0	7	4	0	12	6	0	20	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	13	6	24	0	0	0	0	0	0	0	8	20	0
TTC5 (ENSG00000136319)	0	122	0	0	53	0	0	0	0	102	0	0	0	0	0	0	7	280	0	0	0	13	199	0	0	76	0	0	21	0	0	257	94	0	1	70	0	0	0	0	38	0	0	0	22	188	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	99	0	0	0	0	0	0	1	0	0	0	0	0	0	100	0	0	38	0	0	0	166	0	0	0	32	0	104	91	0	0	0	0	0	0	112	0	0
ZFHX2 (ENSG00000136367)	0	0	0	14	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFS (ENSG00000136371)	0	0	49	0	0	0	0	0	0	30	0	0	9	8	0	0	20	52	0	0	0	0	24	17	75	17	47	0	0	28	0	0	16	0	0	0	0	18	0	2	0	0	11	6	0	62	0	0	0	10	0	0	0	0	25	0	5	38	0	16	0	0	26	49	0	0	34	25	0	0	0	38	37	0	0	0	13	0	0	35	21	0	2	0	0	12	25	0	21	0	0	0	33	0	29	0	0	0	0	0
ABHD17C (ENSG00000136379)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IREB2 (ENSG00000136381)	0	0	0	5	0	61	0	0	0	10	9	23	41	0	0	0	0	58	0	10	0	0	4	41	0	0	0	0	0	0	35	0	49	0	0	0	0	0	10	0	0	0	6	7	0	99	6	0	0	0	19	0	81	0	26	4	28	0	0	0	1	0	61	24	15	0	0	0	0	0	0	0	0	64	0	35	3	0	0	11	20	1	1	31	0	12	280	38	58	52	130	6	0	22	69	0	48	0	0	0
TM6SF1 (ENSG00000136404)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIB2 (ENSG00000136425)	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	47	58	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCOCO2 (ENSG00000136436)	0	0	221	61	99	0	0	0	111	0	15	0	61	0	0	65	0	0	0	237	22	113	4	0	99	0	1	28	176	35	152	107	0	86	161	0	4	36	0	29	0	163	0	9	1	11	55	15	197	0	0	0	0	0	83	0	79	0	0	28	0	37	0	42	0	19	57	0	225	0	73	67	0	271	0	0	6	3	0	1	104	0	0	90	0	0	169	2	60	2	42	31	94	157	0	92	0	0	0	0
RSAD1 (ENSG00000136444)	0	0	105	1	0	0	0	329	99	0	0	244	60	0	0	0	0	345	0	0	0	0	213	167	0	145	0	0	14	0	0	279	0	0	120	190	58	0	159	388	56	201	0	0	2	0	3	0	165	69	242	0	0	0	88	0	15	76	0	36	0	0	51	128	0	0	1	1	87	0	0	0	0	185	194	0	28	0	0	0	80	0	0	0	0	48	0	0	25	171	0	65	271	0	150	116	0	1	0	0
NMT1 (ENSG00000136448)	15	1	75	6	0	13	75	1	0	11	3	8	0	6	7	0	6	0	0	4	51	15	0	11	18	0	82	0	0	0	256	0	0	27	3	14	79	0	0	26	3	50	44	20	0	30	0	8	106	3	5	16	0	0	6	4	61	4	43	2	0	2	40	27	0	1	5	13	41	0	0	16	0	0	0	20	0	5	17	7	3	21	0	12	9	0	18	0	141	0	0	0	0	5	0	0	12	9	0	15
MYCBPAP (ENSG00000136449)	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF1 (ENSG00000136450)	181	204	201	23	106	0	73	166	72	350	11	134	218	81	272	133	63	209	344	345	3	321	124	0	724	158	75	77	245	7	99	152	458	0	212	174	122	144	4	164	200	0	194	53	0	31	145	826	0	34	350	95	107	426	187	0	47	148	283	86	172	83	613	307	26	110	192	0	98	0	25	0	123	180	0	1	881	345	177	627	140	40	2	279	265	38	1	144	234	97	10	96	26	0	0	32	141	461	164	113
VEZF1 (ENSG00000136451)	92	0	0	0	0	0	0	0	0	88	0	0	0	13	0	0	0	16	0	84	0	0	0	0	0	11	0	37	87	0	1	0	0	0	41	196	12	0	0	0	0	1	72	8	25	0	13	6	303	49	42	0	54	0	0	0	10	0	0	5	22	0	0	40	0	28	0	0	0	0	0	0	0	33	72	0	102	65	0	0	46	0	0	0	0	0	36	0	63	0	0	0	60	0	69	134	0	0	0	0
TACO1 (ENSG00000136463)	0	0	0	0	0	0	0	0	96	0	0	0	0	104	0	0	0	0	0	55	0	0	0	27	1	0	0	0	0	90	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	2	72	0	0	64	0	0	0	0	0	115	0	0	0	0	0	80	0	0	0	0	145	0	0	0	0	0	0	68	0	0	0	0	86	0	0	0	119	0	0	0	68	73	0	0	0	0	0	0	0	0	0	77	0
TEX2 (ENSG00000136478)	1	45	0	0	0	0	0	0	0	0	6	0	7	6	0	0	17	0	0	0	1	0	24	0	0	0	0	1	75	74	0	0	0	26	2	59	0	0	100	3	0	0	0	46	8	1	0	0	0	1	115	74	0	2	0	0	0	34	0	4	0	0	0	68	8	29	0	36	0	0	0	0	0	1	0	0	118	0	0	0	0	0	52	52	0	5	5	0	8	8	0	0	0	0	0	75	0	0	0	0
DCAF7 (ENSG00000136485)	183	159	99	0	0	25	149	257	88	27	0	144	0	1	217	282	83	19	11	108	10	0	320	0	533	94	456	0	236	0	112	0	108	54	0	183	67	115	0	121	0	1	61	56	187	1	0	51	0	136	129	1	181	1	47	0	33	3	39	8	124	49	0	67	59	26	33	0	97	0	0	0	0	80	132	0	119	76	1	70	21	40	93	287	5	11	447	203	117	56	0	6	0	43	70	0	191	162	0	135
LIMD2 (ENSG00000136490)	202	127	470	55	72	155	92	23	247	152	69	295	136	50	69	100	0	692	737	24	8	197	280	291	712	130	1335	0	151	309	404	6	95	102	360	529	0	450	205	688	58	141	185	155	272	190	212	153	590	65	432	141	373	236	501	177	58	238	258	106	223	43	454	359	5	67	235	80	435	141	192	68	0	640	122	1	222	45	225	0	86	227	225	92	161	236	390	577	157	36	103	56	316	131	82	348	33	131	556	244
BRIP1 (ENSG00000136492)	1	0	0	42	8	222	19	0	0	84	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	5	0	0	0	37	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	2	114	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT7 (ENSG00000136504)	1	45	88	0	0	144	103	187	171	150	0	1	0	37	0	38	0	0	348	1	97	45	119	0	1	0	0	0	0	0	0	0	297	12	240	109	0	111	119	195	0	423	0	0	211	0	5	80	0	0	75	91	0	0	128	0	0	117	175	38	66	0	17	98	107	0	51	209	0	0	0	0	0	136	146	12	166	0	126	42	64	130	0	188	106	14	1	79	256	0	0	0	2	0	0	1	0	0	118	0
RTP4 (ENSG00000136514)	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	60	0	0	0	0	0	0	0	0	0	0	0	89	70	0	0	0	0	0	0	0	0	95	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	88	0	0	0	0
ACTL6A (ENSG00000136518)	99	126	74	51	40	0	3	129	63	0	0	0	119	15	68	146	0	0	147	10	0	133	2	94	327	94	0	0	1	0	203	0	112	31	2	0	106	67	3	9	0	5	0	23	134	289	4	169	0	0	131	0	34	0	15	5	46	38	58	4	13	1	96	197	0	38	0	0	0	37	0	0	168	0	0	0	717	273	32	412	220	0	0	75	3	23	1	157	259	72	0	0	100	0	59	0	0	657	4	0
NDUFB5 (ENSG00000136521)	0	19	109	0	42	0	0	0	54	130	0	4	0	8	0	37	63	16	77	93	7	0	1	0	223	47	0	0	113	72	26	0	69	43	342	16	25	0	0	87	33	0	22	9	0	0	1	101	0	34	20	0	24	82	24	26	87	35	0	17	0	39	194	63	0	31	22	0	0	13	132	33	0	0	33	203	169	0	0	0	0	0	0	19	0	0	24	0	104	4	0	59	0	88	48	0	1	318	0	0
MRPL47 (ENSG00000136522)	0	0	1	50	0	27	38	87	0	0	0	0	0	13	0	84	36	0	0	229	0	0	151	0	0	23	0	0	132	12	57	0	0	0	101	0	120	58	59	75	0	96	0	5	1	0	0	116	0	27	3	0	0	0	1	40	72	67	0	13	0	1	32	51	0	12	29	0	134	0	0	0	76	76	0	0	282	0	0	0	0	0	6	158	9	13	224	5	134	0	0	0	70	0	0	0	42	0	0	0
TRA2B (ENSG00000136527)	200	0	393	156	50	218	214	196	0	189	138	0	167	149	87	146	58	0	7	217	68	77	178	158	1355	205	0	0	358	173	171	213	138	85	225	249	360	55	66	145	96	105	85	60	34	199	74	669	11	47	102	2	33	1	43	12	172	320	235	3	95	44	727	281	156	97	40	37	110	102	0	87	79	30	101	117	691	16	67	146	235	0	0	453	14	71	87	208	452	0	99	29	203	0	38	1	59	0	17	13
MARCH7 (ENSG00000136536)	0	36	0	37	0	1	95	286	0	0	1	125	36	0	35	0	139	15	0	0	0	0	117	16	37	0	0	230	78	194	73	79	181	19	97	115	95	96	132	158	0	251	84	3	0	177	7	73	0	0	82	89	172	132	5	0	26	0	43	13	37	0	3	286	44	33	0	60	16	12	93	94	0	0	0	20	1056	370	235	0	202	78	0	104	17	34	84	39	40	115	69	15	0	0	0	85	76	389	2	125
TANK (ENSG00000136560)	0	43	1	0	0	0	55	0	0	0	0	14	0	2	0	0	0	0	60	0	68	22	9	53	0	0	86	55	0	97	67	0	6	0	57	0	0	46	13	0	0	0	0	0	14	1	0	154	0	22	27	0	0	154	57	2	1	41	0	0	6	0	0	0	73	0	0	0	0	15	0	0	131	68	0	0	214	0	5	24	0	6	0	0	0	0	0	0	86	0	0	113	10	0	113	64	0	10	1	65
BLK (ENSG00000136573)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKIL (ENSG00000136603)	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	102	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	3	4	0	36	0	0	5	0	0	0	0	0	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
EPRS (ENSG00000136628)	53	0	0	0	0	0	134	160	0	154	0	1	0	0	0	53	65	0	0	0	1	13	28	84	301	38	0	141	1	0	67	0	0	17	0	153	50	83	0	224	13	1	1	0	0	84	1	205	0	0	108	0	47	0	6	0	46	111	132	6	129	0	140	82	43	53	0	1	168	0	0	0	6	0	0	12	263	0	0	768	0	0	8	0	0	0	0	79	97	2	5	0	165	0	121	129	9	0	1	1
HLX (ENSG00000136630)	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	68	0	75	49	0	0	394	279	0	0	0	0	0	187	354	29	0	0	0	0	0	0	0	0	26	0	0	0	0	3	0	0	138	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	88	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	132	66	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS45 (ENSG00000136631)	82	0	0	10	12	0	5	0	47	0	0	0	325	0	0	0	5	0	0	18	0	162	2	135	0	58	10	0	0	109	0	1	86	0	0	0	1	0	52	0	31	39	0	0	0	0	0	0	0	9	1	175	0	17	15	97	0	7	0	0	0	76	197	0	0	68	36	62	136	0	0	0	0	124	27	6	87	76	0	0	0	0	115	0	0	44	0	0	0	205	99	1	0	0	1	45	0	0	0	0
KCTD3 (ENSG00000136636)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	2	0	0	0	0	0	0	55	0	0	0	1	82	1	0	0	42	16	0	0	34	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	55	0	0	0
RPS6KC1 (ENSG00000136643)	0	0	1	0	0	6	0	0	0	0	0	0	0	0	120	122	4	130	51	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	124	0	72	0	0	0	0	0	8	39	3	23	0	0	0	0	0	0	0	31	0	1	0	0	0	58	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	294	0	0	0	26	0	0	0
? (ENSG00000136653)	232	17	132	0	78	5	1	477	0	142	0	0	371	0	0	0	0	1	421	0	0	188	1	6	0	1	0	0	219	0	0	293	48	0	0	0	0	0	0	1	0	195	0	46	407	0	2	74	187	39	0	107	174	0	153	0	1	2	0	0	254	1	34	237	0	0	0	0	184	0	0	49	0	0	57	0	0	0	0	1	63	0	0	69	0	0	211	0	69	0	108	106	0	66	8	139	0	224	114	157
CBWD2 (ENSG00000136682)	0	11	0	0	0	2	0	0	0	84	47	52	69	9	0	63	0	0	1	60	0	37	1	0	0	0	1	0	13	50	38	0	21	9	8	0	117	0	0	46	0	3	0	0	0	0	1	5	27	2	18	0	0	3	0	5	94	17	0	6	39	1	65	49	38	0	19	0	4	0	0	2	4	0	3	0	125	1	0	43	68	0	0	1	2	0	0	0	3	50	40	0	0	0	0	0	0	25	5	0
SMPD4 (ENSG00000136699)	10	3	4	28	0	20	17	231	104	1	1	0	0	109	1	7	5	333	6	50	2	57	243	0	20	3	0	6	29	152	12	3	43	0	0	8	89	207	40	6	2	0	34	29	0	13	5	39	3	12	100	0	0	3	4	0	57	133	6	1	0	76	84	102	147	2	7	25	0	1	0	1	0	29	0	1	7	2	4	78	1	6	0	8	16	60	3	3	39	9	202	0	3	0	0	1	2	2	1	2
WDR33 (ENSG00000136709)	13	0	0	46	0	23	53	0	0	0	0	0	33	26	33	0	0	375	0	0	0	0	2	22	0	1	15	0	37	0	33	0	145	5	0	0	0	0	1	103	0	4	0	0	201	0	5	130	0	46	43	0	1	0	20	7	0	169	0	62	0	0	7	81	15	0	0	0	0	60	0	114	0	0	17	0	109	0	40	178	10	0	0	0	7	27	10	126	4	105	45	0	0	102	0	0	17	805	2	0
CCDC115 (ENSG00000136710)	0	0	0	155	50	0	0	99	0	41	76	0	0	35	170	0	121	243	0	0	0	107	110	1	0	135	0	0	236	0	87	1	143	0	7	1	249	84	0	0	0	4	50	71	1	33	5	0	169	0	0	69	0	0	2	99	0	154	182	4	0	0	216	181	0	0	9	0	0	0	0	209	520	0	42	1	75	97	0	2	0	0	0	0	0	0	12	0	193	318	52	0	223	0	0	184	1	0	2	34
SAP130 (ENSG00000136715)	0	15	0	0	0	0	81	0	0	0	0	0	0	3	61	5	35	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	82	0	0	0	28	0	0	0	87	0	0	0	0	0	0	1	44	0	0	41	0	0	0	0	0	84	0	0	87	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	153	27	0	124	0	0	0	0	0	0	0	0	0	0
BIN1 (ENSG00000136717)	103	105	0	188	0	0	0	0	0	99	0	0	148	0	104	0	69	336	39	0	0	385	3	196	955	0	0	269	264	4	0	0	135	0	4	0	111	192	0	0	130	317	102	0	1	268	10	125	207	159	0	36	0	163	128	66	106	0	86	0	0	0	140	0	0	0	287	0	15	145	0	0	0	136	0	0	17	0	0	122	0	151	0	0	97	50	0	228	1	3	0	6	0	0	0	0	0	0	0	58
IMP4 (ENSG00000136718)	0	0	28	0	28	31	79	0	0	0	0	0	0	85	0	4	0	0	0	20	119	146	1	0	0	143	0	0	93	154	0	0	66	0	25	0	24	60	0	0	0	0	0	55	0	0	2	127	91	1	52	0	1	0	87	55	0	15	20	10	0	48	50	112	288	50	81	79	0	80	0	86	283	0	0	0	23	10	0	18	73	0	0	65	12	17	178	84	173	75	54	0	0	0	131	31	0	223	2	4
HS6ST1 (ENSG00000136720)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	42	0	12	0	0	0	0	0	0	0	12	0	0	45	0	0	3	0	5	4	1	0	0	0	1	0	0	0	0	0	0
UGGT1 (ENSG00000136731)	0	0	78	0	0	131	0	0	0	0	3	0	1	0	0	0	16	0	153	11	1	0	74	0	0	36	54	0	106	101	10	0	2	21	3	86	2	0	0	0	0	0	1	15	0	0	92	1	0	5	37	0	0	0	1	38	0	65	0	22	50	69	13	135	0	0	0	16	2	0	0	0	88	0	0	21	18	0	0	0	14	0	160	4	1	0	76	1	132	0	1	0	0	1	0	0	17	0	0	0
GYPC (ENSG00000136732)	85	129	392	81	20	0	0	277	33	14	96	0	261	77	0	74	184	0	218	103	109	379	5	476	199	96	999	103	112	205	18	0	0	90	2	0	365	98	200	127	98	224	157	58	0	103	13	466	0	1	90	81	75	88	64	80	66	180	167	34	0	18	88	420	41	17	214	0	0	107	0	241	0	207	0	4	125	99	96	0	88	318	54	321	235	112	140	1	570	101	68	5	0	8	54	85	196	35	2	28
STAM (ENSG00000136738)	0	1	0	0	0	0	30	0	0	0	0	0	0	24	105	0	0	58	0	0	0	0	0	0	9	99	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	135	71	0	60	0	82	0	73	0	37	0	29	0	21	0	11	123	58	0	0	0	72	69	0	0	0	0	0	0	0	0	0	0	1	0	178	194	38	0	106	50	5	0	0	0	0	0	263	1	0	0	0	0	2	0	84	131	0	0
ABI1 (ENSG00000136754)	245	0	107	0	41	0	63	98	9	1	0	200	70	8	1	0	0	0	0	11	0	83	83	142	1	34	516	44	72	0	86	168	112	0	1	0	41	0	0	3	0	0	9	29	0	0	2	77	64	0	79	0	85	0	62	37	6	39	122	0	122	68	0	46	0	10	77	18	0	0	0	0	114	8	0	22	2	49	100	0	153	128	53	0	32	0	149	80	118	93	218	0	0	51	0	79	0	224	1	50
YME1L1 (ENSG00000136758)	98	96	135	13	38	5	25	6	23	43	47	0	79	34	0	188	80	0	85	144	49	20	196	48	84	131	158	44	284	38	18	60	35	55	222	106	70	95	109	1	64	80	104	46	111	17	100	159	95	21	100	91	44	0	210	5	163	78	125	44	0	73	89	286	38	13	4	0	0	30	108	84	61	54	0	77	437	72	30	58	149	41	32	298	127	73	223	118	143	144	151	2	0	8	0	0	30	45	104	28
DNAJC1 (ENSG00000136770)	0	1	0	0	74	118	0	0	0	107	0	0	0	96	0	8	11	0	0	1	0	0	3	0	0	21	0	0	113	0	53	0	39	0	1	64	5	0	0	0	66	130	0	56	0	0	0	0	0	5	26	0	43	11	21	44	0	83	0	0	10	1	132	0	0	0	0	148	0	0	69	289	0	0	0	0	162	76	0	0	46	0	297	115	0	72	175	156	0	218	0	0	179	0	115	155	5	0	2	0
NIPSNAP3A (ENSG00000136783)	6	51	0	17	0	0	0	0	33	2	0	0	0	35	0	15	0	0	0	270	0	0	119	62	0	41	0	72	46	161	122	0	7	27	114	0	61	0	44	91	0	96	0	6	48	0	1	280	0	71	85	0	0	0	140	0	16	154	62	18	0	1	232	119	2	66	56	0	0	95	0	0	0	0	0	15	349	59	0	104	3	0	0	63	77	0	49	0	56	1	33	20	0	1	71	0	16	0	1	0
LRRC8A (ENSG00000136802)	0	0	86	20	0	47	0	0	0	0	69	0	0	0	0	60	0	0	0	68	0	1	0	0	0	20	0	196	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	155	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	8	66	0	0	0	0	21	0
CDK9 (ENSG00000136807)	0	101	0	0	0	0	0	0	0	0	0	1	0	0	0	135	9	0	0	0	0	0	264	0	1	59	0	0	0	0	0	0	0	150	0	0	6	0	172	130	0	0	20	60	0	81	0	235	0	0	59	0	0	0	80	66	17	23	54	0	5	0	39	3	24	5	1	2	0	0	0	0	164	0	30	18	0	0	0	0	0	0	0	129	0	0	0	0	10	0	0	59	1	0	146	33	0	0	0	0
TXN (ENSG00000136810)	69	88	544	28	48	313	114	239	44	185	125	101	216	185	60	191	268	557	16	379	379	162	113	91	1026	198	182	69	354	251	672	346	454	191	262	197	295	107	146	454	74	145	228	128	160	445	43	520	83	80	366	41	140	171	58	45	89	327	322	90	56	120	451	418	120	140	56	0	0	135	75	140	229	321	23	7	1093	237	203	157	100	145	79	472	132	87	548	282	713	173	59	98	102	86	0	158	134	361	247	208
ODF2 (ENSG00000136811)	100	0	167	106	83	0	210	0	38	131	0	0	1	5	0	0	29	0	0	0	0	619	0	0	1	0	454	0	0	0	411	324	118	0	0	0	69	153	0	218	0	210	0	0	0	0	1	0	265	0	64	0	0	58	11	1	39	3	0	0	137	53	25	80	100	14	129	0	0	192	0	0	0	7	0	0	0	37	0	0	145	102	0	0	131	0	324	95	117	0	0	4	1	0	79	117	0	156	234	0
