Year	Month	DayofMonth	DayOfWeek	DepTime	ArrTime	UniqueCarrier	FlightNum	TailNum	ActualElapsedTime	AirTime	ArrDelay	DepDelay	Origin	Dest	Distance	TaxiIn	TaxiOut	Cancelled	CancellationCode	Diverted
2011	8	3	3	2019	2328	XE	3036	N14203	129	117	-11	-1	IAH	CHS	925	3	9	0		0
2011	8	21	7	1002	1301	XE	3036	N12122	119	107	-10	-3	IAH	JAX	817	5	7	0		0
2011	8	28	7	1000	1301	XE	3036	N14179	121	105	-10	-5	IAH	JAX	817	5	11	0		0
2011	8	29	1	1318	1646	XE	3036	N18557	148	119	9	-7	IAH	SDF	788	6	23	0		0
2011	8	30	2	1317	1629	XE	3036	N16918	132	106	-8	-8	IAH	SDF	788	7	19	0		0
2011	8	31	3	1315	1628	XE	3036	N17984	133	109	-9	-10	IAH	SDF	788	8	16	0		0
2011	8	15	1	2026	2219	XE	3038	N15983	113	90	22	26	IAH	BNA	657	6	17	0		0
2011	8	13	6	1958	2150	XE	3038	N16954	112	91	-4	-2	IAH	BNA	657	8	13	0		0
2011	8	14	7	2019	2211	XE	3038	N13975	112	95	12	19	IAH	BNA	657	6	11	0		0
2011	8	10	3	2013	2203	XE	3038	N14180	110	85	6	13	IAH	BNA	657	7	18	0		0
2011	8	9	2	2111	2312	XE	3038	N15555	121	91	75	71	IAH	BNA	657	7	23	0		0
2011	8	11	4	2006	2156	XE	3038	N14991	110	97	-1	6	IAH	BNA	657	5	8	0		0
2011	8	12	5	2002	2154	XE	3038	N15986	112	93	-3	2	IAH	BNA	657	5	14	0		0
2011	8	6	6	2000	2145	XE	3038	N13975	105	90	-9	0	IAH	BNA	657	6	9	0		0
2011	8	5	5	2003	2147	XE	3038	N14125	104	88	-10	3	IAH	BNA	657	7	9	0		0
2011	8	8	1	2023	2216	XE	3038	N12552	113	92	19	23	IAH	BNA	657	7	14	0		0
2011	8	7	7	1957	2148	XE	3038	N16927	111	92	-11	-3	IAH	BNA	657	7	12	0		0
2011	8	1	1	2023	2210	XE	3038	N11187	107	90	13	23	IAH	BNA	657	8	9	0		0
2011	8	2	2	1959	2147	XE	3038	N12552	108	92	-10	-1	IAH	BNA	657	7	9	0		0
2011	8	4	4	2102	2257	XE	3038	N14998	115	91	60	62	IAH	BNA	657	8	16	0		0
2011	8	3	3	2012	2209	XE	3038	N48901	117	96	12	12	IAH	BNA	657	6	15	0		0
2011	8	29	1	2325	113	XE	3038	N22971	108	94	203	210	IAH	BNA	657	5	9	0		0
2011	8	30	2	1953	2140	XE	3038	N16561	107	89	-10	-2	IAH	BNA	657	6	12	0		0
2011	8	31	3	1959	2146	XE	3038	N13914	107	94	-4	4	IAH	BNA	657	6	7	0		0
2011	8	20	6	1013	1311	XE	3038	N17108	118	103	-4	-2	IAH	TYS	771	3	12	0		0
2011	8	27	6	1012	1313	XE	3038	N27152	121	107	-2	-3	IAH	TYS	771	3	11	0		0
2011	8	20	6	2018	2331	XE	3039	N16987	133	117	46	48	IAH	CVG	871	6	10	0		0
2011	8	27	6	2113	39	XE	3039	N13124	146	119	114	103	IAH	CVG	871	6	21	0		0
2011	8	17	3	1540	1930	XE	3039	N14953	170	142	10	0	IAH	RDU	1042	6	22	0		0
2011	8	23	2	1540	1940	XE	3039	N10575	180	146	20	0	IAH	RDU	1042	10	24	0		0
2011	8	24	3	1540	1933	XE	3039	N21537	173	149	13	0	IAH	RDU	1042	7	17	0		0
2011	8	16	2	1601	1958	XE	3039	N31131	177	146	38	21	IAH	RDU	1042	9	22	0		0
2011	8	7	7	1238	1325	XE	3039	N13975	47	34	44	53	IAH	SAT	191	5	8	0		0
2011	8	15	1	725	906	XE	3040	N14923	101	81	-1	-5	IAH	BHM	562	5	15	0		0
2011	8	13	6	841	1014	XE	3040	N14947	93	81	-5	-4	IAH	BHM	562	4	8	0		0
2011	8	12	5	723	859	XE	3040	N14148	96	78	-8	-7	IAH	BHM	562	4	14	0		0
2011	8	11	4	722	906	XE	3040	N17185	104	86	-1	-8	IAH	BHM	562	4	14	0		0
2011	8	9	2	727	905	XE	3040	N17115	98	81	-2	-3	IAH	BHM	562	3	14	0		0
2011	8	10	3	736	912	XE	3040	N12540	96	77	5	6	IAH	BHM	562	4	15	0		0
2011	8	8	1	725	902	XE	3040	N14959	97	84	-5	-5	IAH	BHM	562	3	10	0		0
2011	8	5	5	726	858	XE	3040	N13118	92	79	-9	-4	IAH	BHM	562	5	8	0		0
2011	8	6	6	850	1025	XE	3040	N13978	95	82	6	5	IAH	BHM	562	4	9	0		0
2011	8	3	3	728	907	XE	3040	N12122	99	81	0	-2	IAH	BHM	562	5	13	0		0
2011	8	4	4	728	909	XE	3040	N11189	101	80	2	-2	IAH	BHM	562	4	17	0		0
2011	8	2	2	724	859	XE	3040	N12957	95	81	-8	-6	IAH	BHM	562	3	11	0		0
2011	8	1	1	727	911	XE	3040	N19966	104	84	4	-3	IAH	BHM	562	3	17	0		0
2011	8	29	1	802	940	XE	3040	N27962	98	81	-2	-5	IAH	BHM	562	3	14	0		0
2011	8	30	2	805	942	XE	3040	N14974	97	83	0	-2	IAH	BHM	562	6	8	0		0
2011	8	31	3	801	937	XE	3040	N15572	96	80	-5	-6	IAH	BHM	562	4	12	0		0
2011	8	16	2	1409	1514	XE	3040	N21129	125	92	41	22	IAH	ELP	667	5	28	0		0
2011	8	25	4	1348	1427	XE	3040	N24103	99	84	-6	1	IAH	ELP	667	4	11	0		0
2011	8	26	5	1417	1457	XE	3040	N11113	100	82	24	30	IAH	ELP	667	5	13	0		0
2011	8	21	7	1348	1433	XE	3040	N11150	105	86	0	1	IAH	ELP	667	2	17	0		0
2011	8	22	1	1346	1423	XE	3040	N14925	97	87	-10	-1	IAH	ELP	667	3	7	0		0
2011	8	23	2	1345	1427	XE	3040	N13133	102	88	-6	-2	IAH	ELP	667	4	10	0		0
2011	8	24	3	1345	1422	XE	3040	N11119	97	85	-11	-2	IAH	ELP	667	3	9	0		0
2011	8	18	4	1347	1427	XE	3040	N14173	100	85	-6	0	IAH	ELP	667	3	12	0		0
2011	8	17	3	1353	1430	XE	3040	N14198	97	83	-3	6	IAH	ELP	667	4	10	0		0
2011	8	19	5	1346	1431	XE	3040	N14168	105	88	-2	-1	IAH	ELP	667	3	14	0		0
2011	8	28	7	1344	1422	XE	3040	N14920	98	86	-11	-3	IAH	ELP	667	4	8	0		0
2011	8	31	3	1002	1051	XE	3041	N12145	49	36	23	32	IAH	CRP	201	5	8	0		0
2011	8	30	2	924	1016	XE	3041	N15572	52	38	-12	-6	IAH	CRP	201	4	10	0		0
2011	8	29	1	958	1052	XE	3041	N15941	54	38	24	28	IAH	CRP	201	4	12	0		0
2011	8	20	6	1929	2050	XE	3041	N16927	81	60	20	9	IAH	JAN	351	7	14	0		0
2011	8	27	6	1916	2035	XE	3041	N11109	79	54	5	-4	IAH	JAN	351	6	19	0		0
2011	8	15	1	914	1112	XE	3041	N16561	118	97	-7	-6	IAH	MCI	643	6	15	0		0
2011	8	14	7	940	1134	XE	3041	N13988	114	97	20	20	IAH	MCI	643	6	11	0		0
2011	8	10	3	926	1120	XE	3041	N13975	114	99	1	6	IAH	MCI	643	4	11	0		0
2011	8	9	2	1026	1218	XE	3041	N11121	112	91	61	66	IAH	MCI	643	5	16	0		0
2011	8	11	4	919	1115	XE	3041	N13968	116	95	-4	-1	IAH	MCI	643	6	15	0		0
2011	8	12	5	917	1131	XE	3041	N16559	134	117	12	-3	IAH	MCI	643	7	10	0		0
2011	8	1	1	924	1121	XE	3041	N14959	117	96	2	4	IAH	MCI	643	3	18	0		0
2011	8	2	2	911	1116	XE	3041	N13553	125	99	-1	-9	IAH	MCI	643	4	22	0		0
2011	8	4	4	920	1118	XE	3041	N48901	118	82	-1	0	IAH	MCI	643	6	30	0		0
2011	8	3	3	916	1101	XE	3041	N13969	105	90	-18	-4	IAH	MCI	643	7	8	0		0
2011	8	5	5	917	1108	XE	3041	N12996	111	90	-11	-3	IAH	MCI	643	5	16	0		0
2011	8	8	1	923	1123	XE	3041	N12900	120	99	4	3	IAH	MCI	643	5	16	0		0
2011	8	7	7	916	1111	XE	3041	N14993	115	92	-3	-4	IAH	MCI	643	5	18	0		0
2011	8	16	2	2029	2208	XE	3042	N14991	99	83	52	54	IAH	BHM	562	4	12	0		0
2011	8	25	4	1935	2115	XE	3042	N11535	100	84	-1	0	IAH	BHM	562	5	11	0		0
2011	8	26	5	1931	2110	XE	3042	N14972	99	81	-6	-4	IAH	BHM	562	4	14	0		0
2011	8	18	4	1945	2137	XE	3042	N21537	112	86	21	10	IAH	BHM	562	3	23	0		0
2011	8	17	3	1925	2053	XE	3042	N14991	88	78	-23	-10	IAH	BHM	562	3	7	0		0
2011	8	19	5	1932	2113	XE	3042	N13553	101	82	-3	-3	IAH	BHM	562	7	12	0		0
2011	8	23	2	1930	2126	XE	3042	N16541	116	81	10	-5	IAH	BHM	562	4	31	0		0
2011	8	24	3	2024	2204	XE	3042	N14960	100	79	48	49	IAH	BHM	562	3	18	0		0
2011	8	22	1	1931	2105	XE	3042	N12946	94	80	-11	-4	IAH	BHM	562	4	10	0		0
2011	8	21	7	1936	2119	XE	3042	N14905	103	84	3	1	IAH	BHM	562	5	14	0		0
2011	8	28	7	1947	2127	XE	3042	N14168	100	80	-10	-9	IAH	BHM	562	5	15	0		0
2011	8	29	1	1730	2033	XE	3042	N48901	123	109	66	65	IAH	JAX	817	4	10	0		0
2011	8	30	2	1628	1936	XE	3042	N14907	128	113	9	3	IAH	JAX	817	2	13	0		0
2011	8	31	3	1624	1931	XE	3042	N11551	127	115	4	-1	IAH	JAX	817	5	7	0		0
2011	8	7	7	1338	1655	XE	3043	N25134	137	118	-5	-7	IAH	IND	844	7	12	0		0
2011	8	8	1	1402	1734	XE	3043	N11176	152	129	34	17	IAH	IND	844	8	15	0		0
2011	8	5	5	1346	1659	XE	3043	N12160	133	115	-1	1	IAH	IND	844	6	12	0		0
2011	8	1	1	1400	1724	XE	3043	N11155	144	119	24	15	IAH	IND	844	10	15	0		0
2011	8	2	2	1340	1656	XE	3043	N12195	136	114	-4	-5	IAH	IND	844	6	16	0		0
2011	8	4	4	1354	1714	XE	3043	N13958	140	125	14	9	IAH	IND	844	5	10	0		0
2011	8	3	3	1348	1654	XE	3043	N11137	126	109	-6	3	IAH	IND	844	7	10	0		0
2011	8	15	1	1402	1713	XE	3043	N18101	131	113	13	17	IAH	IND	844	4	14	0		0
2011	8	14	7	1353	1730	XE	3043	N11181	157	116	30	8	IAH	IND	844	16	25	0		0
2011	8	10	3	1346	1650	XE	3043	N16183	124	106	-10	1	IAH	IND	844	8	10	0		0
2011	8	9	2	1349	1657	XE	3043	N12957	128	112	-3	4	IAH	IND	844	5	11	0		0
2011	8	11	4	1342	1656	XE	3043	N16561	134	114	-4	-3	IAH	IND	844	5	15	0		0
2011	8	12	5	1338	1656	XE	3043	N27190	138	118	-4	-7	IAH	IND	844	7	13	0		0
2011	8	29	1	1024	1338	XE	3043	N12922	134	113	18	9	IAH	JAX	817	6	15	0		0
2011	8	15	1	1257	1640	XE	3044	N11107	163	137	10	-3	IAH	CMH	986	6	20	0		0
2011	8	14	7	1305	1652	XE	3044	N12540	167	139	22	5	IAH	CMH	986	4	24	0		0
2011	8	10	3	1257	1653	XE	3044	N16963	176	133	23	-3	IAH	CMH	986	8	35	0		0
2011	8	9	2	1322	1714	XE	3044	N13975	172	134	46	22	IAH	CMH	986	8	30	0		0
2011	8	11	4	1303	1631	XE	3044	N16559	148	130	3	3	IAH	CMH	986	4	14	0		0
2011	8	12	5	1259	1629	XE	3044	N26549	150	130	1	-1	IAH	CMH	986	5	15	0		0
2011	8	7	7	1255	1701	XE	3044	N12195	186	131	31	-5	IAH	CMH	986	36	19	0		0
2011	8	8	1	1259	1641	XE	3044	N29917	162	132	11	-1	IAH	CMH	986	3	27	0		0
2011	8	5	5	1254	1940	XE	3044	N13965	NA	NA	NA	-6	IAH	CMH	986	12	16	0		1
2011	8	1	1	1308	1651	XE	3044	N12160	163	135	21	8	IAH	CMH	986	4	24	0		0
2011	8	2	2	1252	1627	XE	3044	N13969	155	135	-1	-8	IAH	CMH	986	5	15	0		0
2011	8	4	4	1300	1642	XE	3044	N21154	162	131	14	0	IAH	CMH	986	8	23	0		0
2011	8	3	3	1258	1640	XE	3044	N13978	162	134	10	-2	IAH	CMH	986	6	22	0		0
2011	8	29	1	734	927	XE	3044	N16976	113	97	-10	-1	IAH	MCI	643	6	10	0		0
2011	8	31	3	739	933	XE	3044	N14952	114	91	-14	-6	IAH	MCI	643	6	17	0		0
2011	8	30	2	733	932	XE	3044	N16541	119	103	-5	-2	IAH	MCI	643	3	13	0		0
2011	8	22	1	2132	2229	XE	3045	N14203	57	45	9	12	IAH	HRL	295	4	8	0		0
2011	8	19	5	2117	2254	XE	3045	N13161	97	75	-2	-3	IAH	ICT	542	5	17	0		0
2011	8	26	5	2114	2250	XE	3045	N14116	96	76	-6	-6	IAH	ICT	542	4	16	0		0
2011	8	25	4	2056	2307	XE	3045	N18120	131	109	10	6	IAH	OMA	781	3	19	0		0
2011	8	18	4	NA	NA	XE	3045	N11184	NA	NA	NA	NA	IAH	OMA	781	NA	NA	1	B	0
2011	8	23	2	2115	2240	XE	3045	N22971	85	65	-9	-5	IAH	TUL	429	4	16	0		0
2011	8	20	6	1606	1657	XE	3046	N12135	51	33	8	11	IAH	AEX	190	5	13	0		0
2011	8	27	6	1551	1641	XE	3046	N16183	50	35	-8	-4	IAH	AEX	190	4	11	0		0
2011	8	19	5	1453	1756	XE	3046	N12924	123	100	-8	-2	IAH	ATL	689	13	10	0		0
2011	8	17	3	1510	1822	XE	3046	N13979	132	110	18	15	IAH	ATL	689	7	15	0		0
2011	8	18	4	1524	1834	XE	3046	N11547	130	108	30	29	IAH	ATL	689	14	8	0		0
2011	8	21	7	1536	1854	XE	3046	N14991	138	112	50	41	IAH	ATL	689	13	13	0		0
2011	8	22	1	1456	1803	XE	3046	N14993	127	106	-1	1	IAH	ATL	689	7	14	0		0
2011	8	24	3	1743	2141	XE	3046	N12996	178	107	217	168	IAH	ATL	689	34	37	0		0
2011	8	23	2	1452	1803	XE	3046	N14543	131	107	-1	-3	IAH	ATL	689	8	16	0		0
2011	8	26	5	1516	1817	XE	3046	N12540	121	105	13	21	IAH	ATL	689	8	8	0		0
2011	8	25	4	1506	1814	XE	3046	N16919	128	100	10	11	IAH	ATL	689	14	14	0		0
2011	8	16	2	1455	1756	XE	3046	N19966	121	101	-8	0	IAH	ATL	689	9	11	0		0
2011	8	28	7	1458	1747	XE	3046	N17196	109	95	-17	3	IAH	ATL	689	6	8	0		0
2011	8	20	6	1008	1103	XE	3047	N11194	55	40	-7	-2	IAH	BTR	253	6	9	0		0
2011	8	19	5	1037	1138	XE	3047	N15941	61	41	-13	-8	IAH	BTR	253	3	17	0		0
2011	8	18	4	1051	1157	XE	3047	N16927	66	42	6	6	IAH	BTR	253	5	19	0		0
2011	8	21	7	1046	1154	XE	3047	N14925	68	42	7	1	IAH	BTR	253	6	20	0		0
2011	8	22	1	1041	1136	XE	3047	N16927	55	40	-15	-4	IAH	BTR	253	6	9	0		0
2011	8	26	5	1043	1146	XE	3047	N12934	63	44	-5	-2	IAH	BTR	253	7	12	0		0
2011	8	25	4	1038	1140	XE	3047	N15973	62	45	-11	-7	IAH	BTR	253	4	13	0		0
2011	8	27	6	1004	1108	XE	3047	N12934	64	41	-2	-6	IAH	BTR	253	6	17	0		0
2011	8	28	7	1039	1142	XE	3047	N14945	63	42	-5	-6	IAH	BTR	253	8	13	0		0
2011	8	19	5	1402	1520	XE	3048	N12552	78	60	10	12	IAH	OKC	395	5	13	0		0
2011	8	18	4	1350	1506	XE	3048	N12567	76	60	-4	0	IAH	OKC	395	4	12	0		0
2011	8	17	3	1348	1502	XE	3048	N14938	74	61	-8	-2	IAH	OKC	395	4	9	0		0
2011	8	22	1	1347	1503	XE	3048	N15948	76	61	-7	-3	IAH	OKC	395	4	11	0		0
2011	8	21	7	1356	1511	XE	3048	N14974	75	61	1	6	IAH	OKC	395	4	10	0		0
2011	8	23	2	1420	1542	XE	3048	N14937	82	62	32	30	IAH	OKC	395	5	15	0		0
2011	8	24	3	1345	1500	XE	3048	N12946	75	61	-10	-5	IAH	OKC	395	4	10	0		0
2011	8	25	4	1414	1525	XE	3048	N16944	71	57	15	24	IAH	OKC	395	4	10	0		0
2011	8	26	5	1346	1505	XE	3048	N18557	79	59	-5	-4	IAH	OKC	395	5	15	0		0
2011	8	16	2	1347	1512	XE	3048	N14904	85	62	2	-3	IAH	OKC	395	5	18	0		0
2011	8	28	7	1344	1456	XE	3048	N11137	72	59	-14	-6	IAH	OKC	395	3	10	0		0
2011	8	14	7	2047	2349	XE	3049	N31131	122	105	12	17	IAH	JAX	817	5	12	0		0
2011	8	7	7	2050	2354	XE	3049	N13132	124	107	17	20	IAH	JAX	817	2	15	0		0
2011	8	16	2	1913	2011	XE	3049	N15926	58	39	-11	-7	IAH	LFT	201	5	14	0		0
2011	8	19	5	1915	2018	XE	3049	N14925	63	37	-4	-5	IAH	LFT	201	5	21	0		0
2011	8	20	6	1918	2015	XE	3049	N15941	57	36	2	-2	IAH	LFT	201	6	15	0		0
2011	8	18	4	2006	2216	XE	3049	N14937	NA	NA	NA	46	IAH	LFT	201	4	8	0		1
2011	8	17	3	1912	2003	XE	3049	N15926	51	32	-19	-8	IAH	LFT	201	5	14	0		0
2011	8	22	1	1915	2008	XE	3049	N14939	53	39	-14	-5	IAH	LFT	201	4	10	0		0
2011	8	21	7	2114	2217	XE	3049	N16927	63	41	115	114	IAH	LFT	201	5	17	0		0
2011	8	23	2	1917	2022	XE	3049	N14940	65	36	0	-3	IAH	LFT	201	4	25	0		0
2011	8	24	3	2231	2323	XE	3049	N12934	52	36	181	191	IAH	LFT	201	6	10	0		0
2011	8	25	4	1918	2015	XE	3049	N15926	57	35	-7	-2	IAH	LFT	201	5	17	0		0
2011	8	26	5	1916	2007	XE	3049	N15941	51	36	-15	-4	IAH	LFT	201	4	11	0		0
2011	8	28	7	1916	2004	XE	3049	N12934	48	35	-18	-4	IAH	LFT	201	4	9	0		0
2011	8	27	6	1915	2022	XE	3049	N13553	67	36	9	-5	IAH	LFT	201	6	25	0		0
2011	8	15	1	1855	2157	XE	3050	N11193	122	106	-1	0	IAH	JAX	817	4	12	0		0
2011	8	14	7	2004	2306	XE	3050	N36915	122	107	68	69	IAH	JAX	817	5	10	0		0
2011	8	13	6	1856	2225	XE	3050	N11127	149	114	30	1	IAH	JAX	817	11	24	0		0
2011	8	12	5	2022	2325	XE	3050	N14204	123	107	87	87	IAH	JAX	817	7	9	0		0
2011	8	11	4	1922	2223	XE	3050	N11192	121	107	25	27	IAH	JAX	817	3	11	0		0
2011	8	9	2	1859	2225	XE	3050	N11187	146	119	27	4	IAH	JAX	817	4	23	0		0
2011	8	10	3	1916	2218	XE	3050	N12924	122	109	20	21	IAH	JAX	817	3	10	0		0
2011	8	7	7	2239	142	XE	3050	N13908	123	106	224	224	IAH	JAX	817	5	12	0		0
2011	8	8	1	1851	2202	XE	3050	N22971	131	112	4	-4	IAH	JAX	817	5	14	0		0
2011	8	5	5	1912	2228	XE	3050	N12135	136	118	30	17	IAH	JAX	817	7	11	0		0
2011	8	6	6	1851	2204	XE	3050	N16987	133	115	9	-4	IAH	JAX	817	4	14	0		0
2011	8	3	3	1942	2245	XE	3050	N12563	123	108	47	47	IAH	JAX	817	4	11	0		0
2011	8	4	4	1854	2156	XE	3050	N14105	122	110	-2	-1	IAH	JAX	817	4	8	0		0
2011	8	2	2	1854	2159	XE	3050	N10575	125	112	1	-1	IAH	JAX	817	4	9	0		0
2011	8	1	1	1856	2219	XE	3050	N14923	143	125	21	1	IAH	JAX	817	4	14	0		0
2011	8	30	2	1957	2309	XE	3050	N34111	132	113	49	37	IAH	JAX	817	5	14	0		0
2011	8	31	3	2040	2343	XE	3050	N11107	123	109	83	80	IAH	JAX	817	3	11	0		0
2011	8	29	1	1916	2224	XE	3050	N14953	128	111	4	-4	IAH	JAX	817	3	14	0		0
2011	8	25	4	1057	1420	XE	3052	N14998	143	117	6	2	IAH	CAE	878	3	23	0		0
2011	8	26	5	1049	1411	XE	3052	N26549	142	118	-3	-6	IAH	CAE	878	5	19	0		0
2011	8	22	1	1226	1543	XE	3052	N13979	137	123	89	91	IAH	CAE	878	3	11	0		0
2011	8	21	7	1054	1416	XE	3052	N14952	142	118	7	-1	IAH	CAE	878	3	21	0		0
2011	8	18	4	1048	1402	XE	3052	N21129	134	114	-12	-7	IAH	CAE	878	5	15	0		0
2011	8	19	5	1058	1416	XE	3052	N14974	138	115	2	3	IAH	CAE	878	3	20	0		0
2011	8	20	6	1052	1406	XE	3052	N13989	134	118	-2	-3	IAH	CAE	878	4	12	0		0
2011	8	28	7	1105	1422	XE	3052	N14993	137	119	13	10	IAH	CAE	878	3	15	0		0
2011	8	27	6	1045	1355	XE	3052	N14972	130	117	-13	-10	IAH	CAE	878	2	11	0		0
2011	8	31	3	1800	1900	XE	3052	N14945	60	47	-17	-5	IAH	LRD	301	5	8	0		0
2011	8	31	3	1502	1604	XE	3053	N14933	62	50	-8	-3	IAH	LRD	301	4	8	0		0
2011	8	30	2	1511	1612	XE	3053	N15932	61	49	0	6	IAH	LRD	301	3	9	0		0
2011	8	29	1	1502	1611	XE	3053	N14947	69	48	-1	-3	IAH	LRD	301	4	17	0		0
2011	8	16	2	748	941	XE	3056	N16546	113	97	-8	-2	IAH	MCI	643	3	13	0		0
2011	8	19	5	745	945	XE	3056	N14198	120	90	-4	-5	IAH	MCI	643	8	22	0		0
2011	8	18	4	829	1019	XE	3056	N12900	110	96	30	39	IAH	MCI	643	4	10	0		0
2011	8	17	3	745	938	XE	3056	N11187	113	94	-11	-5	IAH	MCI	643	7	12	0		0
2011	8	22	1	739	951	XE	3056	N14991	132	97	2	-11	IAH	MCI	643	18	17	0		0
2011	8	21	7	747	935	XE	3056	N11192	108	90	-9	-3	IAH	MCI	643	7	11	0		0
2011	8	23	2	747	936	XE	3056	N16918	109	96	-13	-3	IAH	MCI	643	5	8	0		0
2011	8	24	3	743	936	XE	3056	N14198	113	94	-13	-7	IAH	MCI	643	5	14	0		0
2011	8	25	4	744	933	XE	3056	N14186	109	93	-16	-6	IAH	MCI	643	4	12	0		0
2011	8	26	5	742	936	XE	3056	N16151	114	97	-13	-8	IAH	MCI	643	6	11	0		0
2011	8	28	7	748	946	XE	3056	N14930	118	101	2	-2	IAH	MCI	643	4	13	0		0
2011	8	29	1	1122	1411	XE	3056	N10156	169	149	19	2	IAH	MKE	984	5	15	0		0
2011	8	22	1	1040	1358	XE	3057	N14905	138	122	3	0	IAH	IND	844	6	10	0		0
2011	8	16	2	929	1026	XE	3058	N14943	57	36	0	-1	IAH	CRP	201	5	16	0		0
2011	8	26	5	926	1017	XE	3058	N22909	51	37	-9	-4	IAH	CRP	201	5	9	0		0
2011	8	25	4	943	1032	XE	3058	N12563	49	34	6	13	IAH	CRP	201	4	11	0		0
2011	8	17	3	925	1019	XE	3058	N14942	54	38	-7	-5	IAH	CRP	201	5	11	0		0
2011	8	18	4	922	1017	XE	3058	N21197	55	34	-9	-8	IAH	CRP	201	5	16	0		0
2011	8	19	5	925	1025	XE	3058	N15926	60	35	-1	-5	IAH	CRP	201	5	20	0		0
2011	8	24	3	926	1025	XE	3058	N16927	59	38	-1	-4	IAH	CRP	201	4	17	0		0
2011	8	23	2	926	1023	XE	3058	N14945	57	37	-3	-4	IAH	CRP	201	5	15	0		0
2011	8	21	7	924	1019	XE	3058	N15973	55	41	-2	-6	IAH	CRP	201	4	10	0		0
2011	8	22	1	924	1026	XE	3058	N14939	62	36	0	-6	IAH	CRP	201	4	22	0		0
2011	8	28	7	924	1012	XE	3058	N13988	48	35	-9	-6	IAH	CRP	201	4	9	0		0
2011	8	20	6	1717	1845	XE	3059	N14942	88	63	23	12	IAH	MOB	427	5	20	0		0
2011	8	15	1	727	847	XE	3059	N14945	80	61	-8	-3	IAH	MOB	427	5	14	0		0
2011	8	13	6	915	1046	XE	3059	N26545	91	64	101	90	IAH	MOB	427	7	20	0		0
2011	8	12	5	724	844	XE	3059	N14942	80	61	-11	-6	IAH	MOB	427	4	15	0		0
2011	8	11	4	724	851	XE	3059	N17928	87	64	-4	-6	IAH	MOB	427	5	18	0		0
2011	8	9	2	727	847	XE	3059	N14947	80	64	-8	-3	IAH	MOB	427	6	10	0		0
2011	8	10	3	725	848	XE	3059	N14925	83	62	-7	-5	IAH	MOB	427	5	16	0		0
2011	8	8	1	725	844	XE	3059	N11565	79	61	-11	-5	IAH	MOB	427	5	13	0		0
2011	8	5	5	726	845	XE	3059	N14930	79	65	-10	-4	IAH	MOB	427	5	9	0		0
2011	8	6	6	748	905	XE	3059	N16944	77	64	0	3	IAH	MOB	427	5	8	0		0
2011	8	3	3	726	850	XE	3059	N13935	84	65	-5	-4	IAH	MOB	427	5	14	0		0
2011	8	4	4	725	857	XE	3059	N15926	92	64	2	-5	IAH	MOB	427	5	23	0		0
2011	8	2	2	729	900	XE	3059	N14940	91	65	5	-1	IAH	MOB	427	6	20	0		0
2011	8	1	1	736	858	XE	3059	N11106	82	64	3	6	IAH	MOB	427	4	14	0		0
2011	8	27	6	1701	1821	XE	3059	N14938	80	63	-1	-4	IAH	MOB	427	6	11	0		0
2011	8	29	1	738	855	XE	3059	N14937	77	62	-8	-7	IAH	MOB	427	4	11	0		0
2011	8	31	3	723	839	XE	3059	N15941	76	63	-9	-7	IAH	MOB	427	4	9	0		0
2011	8	30	2	720	842	XE	3059	N13936	82	67	-6	-10	IAH	MOB	427	4	11	0		0
2011	8	15	1	1015	1132	XE	3060	N16951	77	59	-2	0	IAH	OKC	395	4	14	0		0
2011	8	14	7	1014	1131	XE	3060	N22971	77	60	4	-1	IAH	OKC	395	3	14	0		0
2011	8	10	3	1014	1126	XE	3060	N15983	72	60	-8	-1	IAH	OKC	395	4	8	0		0
2011	8	9	2	1035	1152	XE	3060	N16963	77	60	18	20	IAH	OKC	395	4	13	0		0
2011	8	11	4	1014	1146	XE	3060	N14991	92	72	14	-1	IAH	OKC	395	4	16	0		0
2011	8	12	5	1016	1144	XE	3060	N11547	88	64	10	1	IAH	OKC	395	3	21	0		0
2011	8	1	1	1022	1146	XE	3060	N13949	84	60	14	7	IAH	OKC	395	4	20	0		0
2011	8	2	2	1056	1214	XE	3060	N13978	78	58	40	41	IAH	OKC	395	3	17	0		0
2011	8	4	4	1017	1137	XE	3060	N13970	80	58	5	2	IAH	OKC	395	4	18	0		0
2011	8	3	3	1016	1130	XE	3060	N14991	74	56	-4	1	IAH	OKC	395	5	13	0		0
2011	8	5	5	1009	1122	XE	3060	N16954	73	59	-12	-6	IAH	OKC	395	3	11	0		0
2011	8	8	1	1014	1134	XE	3060	N15986	80	61	2	-1	IAH	OKC	395	4	15	0		0
2011	8	7	7	1013	1127	XE	3060	N16546	74	57	0	-2	IAH	OKC	395	4	13	0		0
2011	8	29	1	1007	1125	XE	3060	N12967	78	62	-3	-3	IAH	OKC	395	5	11	0		0
2011	8	25	4	1124	1231	XE	3061	N14930	67	48	4	-1	IAH	HRL	295	4	15	0		0
2011	8	26	5	1119	1223	XE	3061	N15948	64	46	-4	-6	IAH	HRL	295	4	14	0		0
2011	8	21	7	1123	1221	XE	3061	N14937	58	46	-6	-2	IAH	HRL	295	3	9	0		0
2011	8	22	1	1120	1219	XE	3061	N14943	59	46	-8	-5	IAH	HRL	295	3	10	0		0
2011	8	18	4	1116	1211	XE	3061	N14943	55	45	-16	-9	IAH	HRL	295	3	7	0		0
